ID	Weight	Height	Shoulder	Chest	Waist	Abdo	Hip	Thigh	Bicep	Forearm	Knee	Calf	Ankle	Wrist	Age	Sex
428	75.9	172.7	114.2	92.3	78.0	100.9	106.9	65.5	31.7	26.3	38.5	39.7	22.8	15.6	24.0	Female
429	55.0	168.9	95.9	81.3	64.5	80.8	91.9	53.4	25.1	23.1	34.6	32.7	21.4	14.6	25.0	Female
430	57.3	161.3	98.7	82.2	65.8	80.2	89.1	55.4	28.4	22.9	33.6	35.0	19.7	14.8	20.0	Female
431	55.0	167.6	91.2	78.6	62.5	84.5	95.5	57.3	27.4	22.4	35.1	35.7	20.4	14.8	34.0	Female
432	65.5	165.1	105.1	94.3	77.5	93.9	101.1	61.6	28.3	23.0	36.5	34.6	21.9	14.7	32.0	Female
433	65.5	175.3	102.3	89.5	70.0	89.6	98.9	55.0	29.3	25.0	35.6	36.6	22.5	16.4	24.0	Female
434	48.6	157.5	93.1	81.0	59.4	73.7	83.3	50.2	26.9	22.5	31.7	30.7	20.5	15.2	29.0	Female
435	58.6	163.8	101.7	85.4	68.3	84.0	94.0	57.3	29.8	24.7	32.7	34.3	21.7	15.4	31.0	Female
436	63.6	167.6	105.0	86.2	77.9	96.0	100.1	60.7	28.4	24.3	34.7	34.5	20.9	14.9	34.0	Female
437	55.2	165.1	96.4	85.3	68.3	88.0	93.8	54.7	27.7	24.4	32.7	33.0	19.6	14.9	36.0	Female
438	62.7	165.1	103.5	86.1	72.0	91.9	103.9	57.5	27.4	22.4	36.3	37.9	23.4	14.5	32.0	Female
439	56.6	168.9	99.8	84.5	62.7	78.3	93.5	52.5	24.2	23.3	32.8	36.1	22.0	14.8	39.0	Female
440	53.9	162.6	87.0	72.6	58.0	82.9	90.2	52.5	23.1	21.0	35.5	36.4	20.3	13.0	37.0	Female
441	63.2	164.5	105.2	90.0	72.7	97.2	100.2	57.9	30.5	23.7	36.3	34.3	20.5	14.8	52.0	Female
442	73.6	176.5	102.1	95.8	85.4	105.2	109.5	68.3	29.7	24.5	40.3	37.0	22.4	15.3	24.0	Female
443	62.0	168.9	101.3	85.5	67.3	86.9	97.6	58.8	27.2	22.6	38.3	35.6	21.0	14.6	33.0	Female
444	63.6	175.3	99.6	85.7	70.8	92.1	96.9	57.9	29.3	24.2	36.5	35.3	20.3	15.4	42.0	Female
445	53.2	159.4	99.4	85.4	67.4	85.9	90.3	54.7	26.9	22.3	32.8	29.5	18.7	13.7	34.0	Female
446	53.4	160.0	99.4	79.1	66.0	85.0	94.8	57.4	26.8	22.9	32.2	32.6	19.2	14.6	37.0	Female
447	55.0	170.2	99.0	84.4	63.6	84.9	92.7	54.4	26.7	23.7	33.5	33.6	20.2	14.6	39.0	Female
448	70.5	162.6	108.2	90.0	71.7	95.8	108.4	68.5	28.7	25.9	40.5	39.5	23.3	15.6	41.0	Female
449	54.5	167.6	96.4	82.9	73.6	86.9	94.7	52.9	25.0	21.0	31.6	30.2	19.3	13.6	36.0	Female
450	54.5	162.6	101.4	87.3	66.9	83.3	90.6	54.4	28.9	23.8	33.9	33.9	20.8	15.5	19.0	Female
451	55.9	160.7	98.2	85.3	65.5	76.7	90.8	56.4	27.3	24.3	33.1	35.0	20.7	14.2	22.0	Female
452	59.0	160.0	100.6	87.3	70.4	91.1	96.7	55.6	29.9	23.7	35.3	33.8	23.0	16.3	23.0	Female
453	63.6	157.5	108.4	93.2	80.3	98.0	101.2	61.2	31.0	23.6	34.6	35.6	20.0	14.3	36.0	Female
454	54.5	162.6	100.8	84.7	65.0	84.5	94.7	54.8	28.9	24.4	34.7	34.8	22.5	15.3	45.0	Female
455	47.3	152.4	94.8	78.0	60.4	79.2	87.0	49.5	26.8	22.7	33.2	31.5	18.8	14.7	25.0	Female
456	67.7	170.2	108.2	90.7	75.3	96.3	103.6	59.9	31.5	25.4	35.7	35.8	21.1	16.3	67.0	Female
457	80.9	165.1	110.7	95.0	83.4	100.5	107.5	67.4	34.2	28.3	40.9	41.2	23.4	15.6	26.0	Female
458	70.5	172.7	102.6	88.7	72.2	87.8	96.1	61.1	29.5	24.6	39.1	38.7	26.0	15.5	21.0	Female
459	60.9	165.1	98.1	86.6	70.1	86.2	97.6	55.6	27.6	23.7	34.9	32.0	21.1	15.3	33.0	Female
460	63.6	170.2	92.0	82.5	69.8	86.4	100.2	59.0	26.7	23.3	33.5	33.1	19.6	14.2	25.0	Female
461	54.5	170.2	98.6	81.4	66.4	78.5	91.6	54.6	24.2	21.2	33.0	34.3	20.2	15.0	24.0	Female
462	59.1	170.2	96.1	79.9	61.7	79.7	94.7	56.5	25.5	23.2	36.7	36.2	22.0	14.8	21.0	Female
463	70.5	161.3	107.7	91.1	76.4	98.3	107.0	64.5	32.8	24.8	36.5	36.2	23.9	15.5	35.0	Female
464	52.7	167.6	95.4	80.1	63.8	72.5	86.3	51.5	24.4	22.0	32.0	32.6	21.0	14.0	27.0	Female
465	62.7	167.6	99.3	86.4	70.2	86.7	97.8	58.5	28.3	24.9	35.5	36.3	21.4	15.3	27.0	Female
466	86.3	165.1	115.2	105.2	88.2	106.5	107.9	63.1	30.3	25.2	39.2	38.4	23.1	16.4	26.0	Female
467	66.4	162.6	96.7	91.1	75.8	94.4	103.3	60.5	30.4	24.8	36.8	35.9	21.8	15.5	25.0	Female
468	67.3	152.4	109.0	96.7	81.5	94.1	94.9	54.8	31.2	25.8	34.4	37.3	21.8	14.6	44.0	Female
469	63.0	168.9	95.1	80.5	67.4	77.7	95.1	56.3	27.0	24.3	36.2	36.7	23.7	15.9	29.0	Female
470	73.6	170.2	108.4	90.4	78.3	95.4	104.9	63.1	32.8	27.0	39.4	39.1	23.0	16.5	26.0	Female
471	62.3	175.2	98.2	84.1	65.9	83.7	96.3	57.0	26.6	23.7	35.6	34.0	21.7	15.1	23.0	Female
472	57.7	175.2	99.7	84.2	62.4	81.4	90.4	53.2	25.8	23.0	34.5	31.0	19.2	14.7	32.0	Female
473	55.4	160.0	94.4	82.5	65.6	81.8	92.8	56.2	28.8	24.7	33.0	34.6	21.7	15.8	32.0	Female
474	104.1	165.1	127.1	106.9	96.2	121.1	128.3	72.3	35.9	30.6	49.0	45.4	24.1	17.8	43.0	Female
475	55.5	174.0	94.9	79.9	62.5	74.0	87.6	51.6	25.7	21.9	31.7	34.7	18.5	13.9	32.0	Female
476	77.3	170.2	98.9	93.0	80.5	98.8	107.2	63.0	34.1	27.6	38.8	38.2	22.2	16.3	41.0	Female
477	80.5	160.0	106.4	96.3	86.1	107.4	112.0	69.4	31.7	25.5	39.4	38.7	23.7	16.3	33.0	Female
478	64.5	167.6	102.2	86.8	71.3	85.7	94.0	59.2	31.1	24.4	35.9	34.4	21.2	14.2	28.0	Female
479	72.3	167.6	110.3	95.3	79.4	90.9	102.7	63.0	29.9	24.9	38.7	36.3	21.3	15.5	28.0	Female
480	61.4	167.6	107.3	93.0	72.3	89.0	92.0	54.7	28.8	23.2	35.0	34.2	20.5	14.8	25.0	Female
481	58.2	154.9	95.0	86.4	67.4	86.7	98.4	59.1	29.3	23.1	35.6	37.4	22.5	14.4	38.0	Female
482	81.8	162.6	115.6	109.0	94.2	110.5	103.5	57.8	35.7	25.6	34.8	35.5	19.5	15.0	37.0	Female
483	63.6	175.3	99.3	86.2	67.0	85.3	96.7	56.2	27.0	22.3	37.0	33.0	21.6	15.0	25.0	Female
484	53.4	171.4	93.1	85.3	69.5	86.2	90.6	51.7	24.4	22.1	33.9	30.8	19.9	14.1	37.0	Female
485	54.5	157.5	94.9	84.2	66.4	79.3	92.0	53.4	24.9	22.3	32.5	31.7	21.7	13.4	27.0	Female
486	53.6	165.1	100.0	83.7	67.6	84.1	90.4	52.4	25.6	23.0	34.5	32.5	21.7	14.6	27.0	Female
487	60.0	160.0	98.6	86.5	66.6	87.5	96.7	59.3	27.3	24.0	36.0	34.9	21.4	14.6	20.0	Female
488	73.6	174.0	107.2	98.2	69.7	86.0	94.9	59.1	29.9	25.0	37.7	37.7	23.7	16.2	19.0	Female
489	61.4	162.6	98.3	88.0	72.0	86.0	95.5	57.3	27.6	23.3	35.2	31.9	19.6	15.4	32.0	Female
490	55.5	174.0	92.4	80.4	64.5	81.7	88.4	52.4	25.5	23.0	34.5	32.7	20.3	14.9	26.0	Female
491	63.6	162.6	93.0	86.0	72.3	91.7	97.8	59.1	31.0	26.3	39.9	39.7	21.6	15.4	56.0	Female
492	60.9	161.3	99.5	86.4	69.1	87.8	95.4	59.5	28.3	24.7	35.6	34.6	23.0	16.6	23.0	Female
493	60.0	156.2	92.8	87.6	74.7	77.0	97.7	57.0	28.1	23.1	34.4	32.7	20.9	15.2	19.0	Female
494	46.8	149.9	95.9	80.9	60.8	77.4	84.6	51.0	26.8	22.8	34.4	33.1	21.0	15.4	31.0	Female
495	57.3	169.5	96.1	82.1	66.9	82.4	91.6	53.4	26.2	22.6	35.0	35.2	22.4	15.2	34.0	Female
496	64.1	160.0	98.5	89.3	68.8	90.8	103.3	63.0	29.6	25.1	34.4	35.0	21.0	15.9	34.0	Female
497	63.6	175.3	103.8	85.3	63.7	85.3	96.3	55.5	26.4	23.0	36.5	34.1	21.3	15.0	24.0	Female
498	67.3	169.5	105.0	89.0	71.2	86.1	93.5	56.1	30.2	24.4	37.0	37.5	22.6	15.7	22.0	Female
499	75.5	160.0	100.2	94.1	79.6	103.5	104.3	66.5	36.9	29.0	40.3	37.9	24.6	16.4	34.0	Female
500	68.2	172.7	99.1	90.8	77.9	90.6	96.3	56.2	28.1	24.3	38.2	36.6	22.3	15.4	30.0	Female
501	61.4	162.6	107.6	97.0	69.6	90.2	98.3	56.3	32.0	25.1	32.3	33.8	20.8	15.9	32.0	Female
502	76.8	157.5	104.0	95.4	86.0	107.1	112.1	64.4	32.3	26.4	35.7	37.0	21.4	15.8	40.0	Female
503	71.8	176.5	108.4	91.8	69.9	90.4	101.0	60.6	30.3	25.4	37.7	37.9	22.4	15.4	29.0	Female
504	55.5	164.4	99.3	87.3	63.5	79.2	89.5	55.2	30.1	23.6	35.6	33.3	22.4	15.2	21.0	Female
505	48.6	160.7	91.9	78.1	57.9	75.1	86.9	51.8	27.4	24.0	34.4	34.1	21.2	15.5	33.0	Female
506	66.4	174.0	107.1	90.9	72.2	89.4	98.6	59.0	30.6	24.9	38.4	36.6	22.0	15.5	33.0	Female
507	67.3	163.8	100.5	97.1	80.4	100.8	102.2	57.4	33.2	25.5	39.6	35.9	23.0	16.4	38.0	Female
